,pid,name,sid,sentence,score,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,,,,,,,,,,,,,,,,
20,0,alabama,20,"The first usage appears in three accounts of the Hernando de Soto expedition of 1540: Garcilaso de la Vega used Alibamo, while the Knight of Elvas and Rodrigo Ranjel wrote Alibamu and Limamu, respectively, in transliterations of the term.",0.14,0.053394139348529,0.605224645137787,0.052048819896299,0.022709160285012,0.052839462016709,0.033861627063016,0.02591314962192,0.037099679280073,0.044180965202395,0.07272836160264,,,,,,,,,,,,,,,,
21,0,alabama,21,"As early as 1702, the French called the tribe the Alibamon, with French maps identifying the river as Rivière des Alibamons.",0.13,0.017476624972187,0.034192131535383,0.078484354860848,0.023306575557217,0.030052551883273,0.028386578999925,0.013548255476053,0.479817676544189,0.030777339625638,0.263957916200161,,,,,,,,,,,,,,,,
22,0,alabama,22,"Other spellings of the name have included Alibamu, Alabamo, Albama, Alebamon, Alibama, Alibamou, Alabamu, Allibamou.",0.13,0.027573406026932,0.706248733401299,0.036899650655687,0.029343652137322,0.029816627281252,0.044692689215299,0.035737885753042,0.043681108686724,0.01893866446917,0.027067544334568,,,,,,,,,,,,,,,,
23,0,alabama,23,Sources disagree on the word's meaning.,0.16,0.059347750945017,0.657877239957452,0.039119972306071,0.024340391496662,0.03129318500869,0.032345877814805,0.046676636699704,0.030242196301697,0.044432649362716,0.034324086125707,,,,,,,,,,,,,,,,
24,0,alabama,24,"Some scholars suggest the word comes from the Choctaw alba (meaning ""plants"" or ""weeds"") and amo (meaning ""to cut"", ""to trim"", or ""to gather"").",0.39,0.039511275239056,0.570034074783325,0.042791477034916,0.044630719653651,0.065963550735614,0.04882421335933,0.046850934327813,0.07637489407789,0.032112601073459,0.032906253496185,,,,,,,,,,,,,,,,
25,0,alabama,25,"The meaning may have been ""clearers of the thicket"" or ""herb gatherers"", referring to clearing land for cultivation or collecting medicinal plants.",0.19,0.029959501954727,0.732629364728928,0.021409787703306,0.030699724156875,0.033769431590918,0.05230862757453,0.018254950456321,0.023436177521944,0.028869509499054,0.028662897204049,,,,,,,,,,,,,,,,
26,0,alabama,26,The state has numerous place names of Native American origin.,0.13,0.027183333295398,0.028549614714575,0.251838886737823,0.026062922133133,0.035290392371826,0.033211940608453,0.046754366380628,0.07138610817492,0.042273900727742,0.437448532134294,,,,,,,,,,,,,,,,
27,0,alabama,27,"However, there are no correspondingly similar words in the Alabama language.",0.13,0.054865711880848,0.130125265847892,0.138300903327763,0.05094828462461,0.118364578578621,0.086031925072894,0.121590641653165,0.151811463572085,0.049644782883115,0.098316427413374,,,,,,,,,,,,,,,,
28,0,alabama,28,"An 1842 article in the Jacksonville Republican proposed it meant ""Here We Rest"".",0.16,0.100656976271421,0.413008906692266,0.056175855628681,0.076899317465723,0.064798799809069,0.050349074916449,0.080798066803254,0.045529305411037,0.058695090468973,0.05308860654477,,,,,,,,,,,,,,,,
29,0,alabama,29,This notion was popularized in the 1850s through the writings of Alexander Beaufort Meek.,0.14,0.041860480152536,0.445667607430369,0.043356704106554,0.043273065437097,0.073503837245517,0.104214905621484,0.055408035521396,0.058770735282451,0.046010786888655,0.087933838670142,,,,,,,,,,,,,,,,
30,0,alabama,30,Experts in the Muskogean languages have not found any evidence to support such a translation.,0.13,0.050837252778001,0.485402683727443,0.075527798141411,0.053250136342831,0.055962281575194,0.029601048940094,0.043648493639194,0.075259554795048,0.034608697867952,0.095902046537958,,,,,,,,,,,,,,,,
31,0,alabama,31,Indigenous peoples of varying cultures lived in the area for thousands of years before the advent of European colonization.,0.13,0.05729731079191,0.093381845788099,0.126434834417887,0.027851974312216,0.046569728478789,0.030373220832553,0.023737800470553,0.084749903832562,0.032609938364476,0.476993453502655,,,,,,,,,,,,,,,,
